RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,85,193,8,90,19,0,0,100,-7,7,8,19,3,16,0,2,2,18,-8,2,1,0,60
Good,71,314,9,116,63,1,1,84,4,4,3,64,2,9,0,2,2,5,91,7,2,0,37
Bad,80,202,44,147,5,0,0,100,-7,7,8,5,0,0,0,1,0,77,-8,3,-8,1,100
Bad,54,94,1,44,16,0,0,88,1,4,6,17,4,29,0,1,1,58,94,4,2,3,75
Bad,65,287,2,82,22,0,0,100,-7,7,8,23,3,35,0,1,1,98,96,10,3,4,100
Bad,62,42,4,17,12,0,0,100,-7,7,8,16,4,6,0,2,2,57,-8,8,1,3,75
Bad,73,372,3,86,23,0,0,83,16,6,6,23,2,35,0,5,5,9,75,2,6,0,53
Bad,65,269,10,100,14,0,0,93,6,4,6,14,1,36,0,1,1,86,72,4,3,1,100
Bad,71,261,20,96,17,0,0,100,-7,7,8,17,0,18,0,2,2,78,88,6,2,5,73
Bad,73,342,4,133,44,0,0,95,57,6,6,44,3,20,0,3,3,24,-8,6,2,2,43
Good,60,314,12,90,27,3,1,76,2,2,4,34,0,44,0,0,0,2,87,3,2,0,50
Good,81,150,4,58,29,0,0,100,-7,7,8,29,4,34,0,1,1,3,96,2,2,0,36
Bad,67,68,3,21,8,0,0,100,-7,7,8,8,3,13,0,1,1,57,-8,3,1,0,67
Good,82,125,16,63,9,0,0,100,-7,7,8,9,0,33,0,1,0,28,-8,1,1,0,40
Good,71,122,4,75,17,4,4,84,73,6,3,25,3,52,0,1,1,7,76,2,7,0,71
Good,77,140,25,68,15,0,0,94,42,6,6,16,0,31,0,0,0,4,75,2,2,0,55
Good,84,184,4,58,18,0,0,100,-7,7,8,18,4,33,0,0,0,6,-8,2,1,1,50
Bad,61,179,5,63,33,0,0,97,10,4,6,35,2,31,0,2,2,59,-8,5,1,2,55
Bad,65,161,2,58,14,1,0,88,30,6,2,17,5,41,0,3,3,57,26,4,3,1,70
Good,64,161,6,90,15,1,1,76,57,6,2,17,3,24,0,1,1,66,-8,3,-8,1,57
Bad,73,282,2,92,14,1,0,94,32,6,5,17,3,47,0,5,5,46,46,2,4,0,86
Good,65,259,4,121,4,2,0,29,39,6,5,7,2,29,0,1,1,100,98,1,1,1,100
Bad,72,331,5,80,24,0,0,88,55,6,6,25,4,20,0,0,0,76,92,3,2,-8,89
Bad,66,18,3,11,2,0,0,100,-7,7,8,2,1,100,0,1,1,-8,99,-8,2,-8,100
Bad,68,45,4,20,12,0,0,100,-7,7,8,14,3,50,0,0,0,40,90,5,3,1,100
Good,78,78,5,36,21,0,0,95,33,6,6,21,6,62,0,1,1,8,100,5,1,0,86
Bad,70,21,7,14,4,0,0,100,-7,7,8,4,2,75,0,6,6,-8,89,-8,2,-8,100
Good,63,374,23,230,10,1,1,73,4,4,4,11,0,9,0,0,0,72,-8,5,-8,1,50
Bad,65,121,1,41,20,2,2,88,9,0,2,26,3,27,0,5,5,15,52,3,4,0,47
Good,76,52,12,31,6,0,0,100,-7,7,8,7,0,57,0,0,0,5,90,2,2,-8,80
Good,82,220,3,59,27,0,0,100,-7,7,8,27,4,26,0,1,0,7,89,2,3,0,36
Good,88,196,5,85,32,0,0,100,-7,7,8,32,1,16,0,1,1,8,-8,1,-8,0,10
Bad,72,165,3,69,19,0,0,84,9,4,6,25,3,52,0,3,3,0,95,0,3,0,50
Bad,66,74,15,49,7,2,0,60,9,3,5,10,0,40,0,0,0,0,20,1,2,-8,60
Bad,60,342,2,77,29,4,0,72,25,5,5,36,4,58,0,1,1,47,88,3,4,1,88
Bad,63,221,9,67,26,0,0,96,15,6,6,26,1,27,0,0,0,30,-8,5,1,3,50
Bad,60,439,12,185,17,0,0,74,11,4,6,19,0,21,0,2,2,80,77,6,1,4,80
Bad,54,103,4,46,17,2,2,89,10,0,4,18,4,56,0,1,1,41,87,3,4,0,58
Good,79,233,25,109,14,0,0,100,-7,7,8,14,0,21,0,0,0,48,36,3,2,2,45
Bad,69,280,2,66,19,0,0,96,4,4,6,23,4,52,0,3,3,32,76,6,4,0,77
Bad,64,88,5,44,16,1,1,83,11,0,2,18,2,44,0,0,0,43,63,3,2,0,56
Bad,65,298,16,102,28,0,0,79,8,4,6,29,0,45,0,1,1,41,72,4,3,2,73
Bad,63,63,2,27,3,0,0,75,21,6,6,4,1,50,0,1,1,21,-8,2,1,1,100
Bad,63,59,16,34,3,1,1,100,-7,7,8,4,0,0,0,0,0,68,-8,3,-8,-8,100
Bad,62,165,11,80,24,1,1,92,1,4,6,26,1,52,0,0,0,1,-8,1,1,0,50
Bad,71,426,9,139,12,3,0,75,4,4,5,16,1,19,0,0,0,11,15,2,1,1,38
Bad,68,196,2,48,54,1,1,96,2,0,2,57,5,60,0,2,2,5,75,2,3,0,25
Good,65,56,3,21,7,0,0,86,38,6,6,7,3,43,0,3,3,23,98,3,1,1,80
Good,71,522,14,159,14,1,0,88,10,4,5,16,0,38,0,0,0,44,77,5,2,1,88
Bad,61,112,3,32,29,0,0,100,-7,5,8,31,7,77,0,5,5,88,82,7,4,3,100
Good,76,160,4,62,20,0,0,100,-7,7,8,20,4,40,0,0,0,17,94,5,6,1,85
Bad,75,248,1,103,14,0,0,88,3,4,6,16,1,13,0,1,1,2,-8,3,1,1,57
Bad,69,114,16,54,21,0,0,100,-7,7,8,21,0,48,0,4,4,57,80,8,3,2,92
Bad,73,70,2,31,20,0,0,100,-7,7,8,21,4,10,0,5,5,45,97,4,2,0,55
Bad,72,171,3,40,11,0,0,100,-7,7,8,11,4,27,0,2,2,62,97,5,2,2,88
Bad,86,256,14,84,18,0,0,100,-7,7,8,18,0,44,0,1,1,21,76,2,3,0,45
Good,84,206,4,80,19,0,0,100,-7,7,8,19,3,16,0,1,1,1,-8,2,1,0,43
Good,75,124,11,60,11,1,1,85,24,6,3,13,1,15,0,6,6,0,-8,1,1,0,38
Bad,56,81,2,33,22,0,0,79,0,4,6,24,7,46,0,0,0,76,-8,3,3,1,100
Good,87,283,8,108,21,0,0,100,-7,7,8,22,2,9,0,0,0,18,-8,4,-8,0,33
Bad,55,117,12,49,16,0,0,95,1,4,6,20,0,15,0,2,2,42,-8,6,1,3,58
Good,83,158,27,93,15,0,0,100,-7,7,8,15,0,33,0,0,0,1,-8,1,1,0,50
Bad,65,54,13,34,9,0,0,100,-7,7,8,9,0,33,0,0,0,90,58,4,2,3,86
Good,86,298,13,138,18,0,0,100,-7,7,8,18,0,22,0,0,0,8,54,7,2,0,64
Bad,81,178,2,52,13,0,0,100,-7,7,8,15,1,33,0,3,3,7,75,3,1,0,57
Bad,61,457,7,97,27,1,0,89,6,4,5,28,1,21,0,2,2,55,77,12,2,5,78
Bad,65,71,14,47,23,0,0,96,-8,6,6,23,0,30,0,1,1,61,62,6,3,2,75
Good,80,124,10,54,17,1,0,94,69,6,5,18,1,44,0,2,1,28,62,2,3,0,63
Good,76,110,12,62,32,0,0,100,-7,7,8,32,0,53,0,0,0,59,87,5,5,2,83
Good,77,226,4,77,18,0,0,89,28,6,6,18,2,33,0,0,0,30,90,2,2,0,80
Bad,62,164,1,51,31,0,0,91,3,4,6,32,2,28,0,1,1,17,62,8,3,2,52
Bad,77,120,5,53,25,0,0,100,-7,7,8,26,4,23,0,1,1,19,79,6,2,0,67
Bad,63,178,3,37,15,0,0,100,-7,7,8,15,3,7,0,2,2,84,-8,7,1,3,90
Bad,81,160,6,67,33,0,0,100,-7,7,8,33,2,21,0,0,0,15,91,2,3,0,43
Bad,64,128,16,75,18,1,1,95,39,6,6,20,0,16,0,0,0,46,-8,7,-8,1,88
Bad,75,111,22,79,6,0,0,83,25,6,6,7,0,14,0,5,5,59,-8,2,-8,0,100
Good,75,156,4,64,23,0,0,100,-7,7,8,23,4,74,0,1,1,51,87,3,4,2,78
Bad,81,398,6,87,31,1,1,88,9,4,4,32,1,31,0,0,0,10,58,3,2,0,45
Bad,66,292,1,61,28,0,0,100,-7,7,8,29,6,21,0,0,0,82,67,16,3,4,95
Bad,80,151,13,80,10,0,0,100,-7,7,8,10,0,40,0,0,0,54,87,3,2,0,100
Good,76,150,17,75,27,0,0,96,30,6,6,27,0,22,0,2,2,14,-8,4,1,1,42
Bad,63,183,13,74,13,2,2,75,7,0,2,17,0,81,0,0,0,0,-8,0,1,-8,50
Bad,72,304,17,112,31,1,1,94,8,4,3,32,0,31,0,1,1,35,56,5,2,1,62
Bad,61,135,2,52,15,0,0,94,51,6,6,17,2,29,0,1,1,11,-8,2,1,1,43
Bad,67,136,3,72,17,1,1,100,-7,6,8,17,4,29,0,4,4,78,97,2,2,1,50
Bad,66,95,0,54,14,0,0,94,19,6,6,16,3,19,0,3,3,53,-8,8,1,2,69
Bad,61,60,13,41,19,0,0,100,-7,7,8,21,0,38,0,0,0,89,-8,5,1,4,100
Bad,71,212,6,63,67,0,0,100,-7,7,8,67,1,15,0,14,14,32,50,5,3,2,56
Bad,62,140,10,75,6,4,2,50,6,1,2,10,1,50,0,2,2,52,89,2,2,1,100
Good,70,300,2,68,33,0,0,94,13,6,6,34,1,26,0,2,1,4,69,5,5,4,69
Bad,56,172,11,57,21,0,0,90,5,4,6,21,1,29,0,0,0,70,73,6,2,1,80
Bad,61,94,4,38,16,0,0,94,20,6,6,16,3,50,0,0,0,94,88,5,1,3,86
Good,74,213,4,62,28,0,0,100,-7,7,8,28,1,18,0,0,0,37,-8,5,1,0,60
Bad,66,194,21,73,23,1,1,81,6,0,2,26,0,35,0,0,0,74,42,5,2,2,64
Bad,70,130,8,67,11,1,0,92,3,3,2,12,1,58,0,1,1,45,78,1,2,-8,75
Bad,61,170,7,83,26,7,0,80,58,6,5,35,1,37,0,0,0,90,70,5,9,5,94
Good,69,189,7,84,34,2,1,94,0,0,2,36,1,8,0,1,1,11,-8,3,2,2,29
Bad,59,78,4,30,23,0,0,100,-7,7,8,25,6,25,0,3,3,44,86,8,5,5,76
Good,79,187,4,81,21,0,0,100,-7,7,8,22,1,18,0,1,1,46,97,4,2,1,67
Bad,84,394,3,134,26,0,0,96,16,6,6,27,3,56,0,1,1,7,80,5,3,0,73
Bad,56,419,4,61,31,1,0,76,1,4,5,33,6,30,0,0,0,44,79,9,3,1,80
Bad,56,147,1,64,30,0,0,100,-7,7,8,31,1,23,0,3,3,95,135,21,6,12,100
Good,76,395,1,151,16,0,0,82,12,6,6,17,1,18,0,1,1,8,-8,4,1,0,55
Bad,74,61,2,22,7,0,0,100,-7,7,8,8,4,50,0,1,1,38,96,2,1,0,100
Good,91,538,47,212,12,0,0,100,-7,7,8,12,0,17,0,0,0,4,-8,1,-8,0,14
Bad,63,20,3,10,15,0,0,100,-7,7,8,15,11,13,0,7,6,18,91,4,2,1,40
Bad,60,69,2,35,25,0,0,96,1,4,6,27,4,26,0,4,4,58,78,2,2,2,67
Bad,68,13,13,13,1,0,0,100,-7,7,8,1,0,100,0,1,1,-8,-8,-8,1,-8,100
Bad,55,201,4,62,33,0,0,88,6,4,6,33,5,30,-7,2,2,71,70,6,5,4,61
Bad,83,416,16,175,25,2,0,93,44,6,5,27,0,11,-7,0,0,22,-8,6,1,0,64
Good,79,121,44,72,11,0,0,91,30,6,6,11,0,55,-7,0,0,11,-8,1,1,0,67
Bad,65,97,2,50,26,2,1,86,4,3,5,28,2,61,-7,1,1,2,47,1,6,0,78
Bad,63,127,4,57,16,2,2,88,5,4,6,17,1,35,-7,1,1,91,-8,2,1,1,100
Bad,70,125,2,60,45,0,0,100,-7,7,8,48,2,17,-7,1,1,36,78,7,2,2,47
Bad,74,369,6,80,19,1,1,95,17,6,2,19,2,5,-7,0,0,21,-8,6,-8,0,67
Bad,56,420,10,151,17,2,0,65,1,4,5,20,1,40,-7,0,0,61,73,4,4,3,57
Bad,66,54,6,28,10,1,1,100,-7,7,8,10,1,50,-7,2,2,74,57,3,2,1,83
Bad,72,140,13,44,7,0,0,100,-7,7,8,7,0,71,-7,0,0,82,69,2,2,1,100
Bad,56,92,3,43,18,1,0,79,1,4,5,20,2,79,-7,1,1,51,85,2,5,-8,100
Good,86,147,7,63,15,0,0,100,-7,7,8,15,1,47,-7,1,0,6,91,1,2,0,60
Good,74,173,3,44,14,1,1,100,-7,7,8,14,2,14,-7,0,0,45,89,4,2,1,75
Good,60,252,17,78,17,1,1,100,-7,7,8,20,0,50,-7,1,1,85,67,3,3,3,86
Bad,70,270,9,76,14,0,0,100,-7,7,8,14,2,7,-7,0,0,59,90,6,1,4,54
Bad,72,120,3,51,16,1,0,94,80,6,5,19,2,53,-7,3,3,44,81,5,9,0,100
Bad,66,176,7,83,17,0,0,94,8,4,6,17,1,35,-7,0,0,64,-8,2,1,2,57
Good,76,132,6,49,15,0,0,100,-7,7,8,15,2,40,-7,1,1,13,-8,2,1,0,50
Bad,57,92,11,31,12,0,0,92,5,4,6,12,2,17,-7,1,1,87,-8,7,1,2,80
Good,77,210,6,85,36,0,0,100,-7,7,8,39,1,19,-7,1,1,30,53,3,2,1,31
Good,82,151,3,65,14,0,0,100,-7,7,8,14,1,7,-7,0,0,27,-8,2,1,1,43
Good,56,179,12,74,32,3,1,74,2,3,4,38,0,40,-7,0,0,20,23,1,2,1,23
Bad,65,209,10,103,12,11,11,81,48,5,2,23,2,31,-7,2,2,40,-8,3,-8,0,50
Bad,61,120,8,69,26,0,0,96,39,6,6,28,2,15,-7,4,4,90,71,5,2,3,100
Bad,61,97,18,57,5,3,2,44,16,6,2,9,0,33,-7,0,0,73,-8,2,1,1,75
Good,88,141,10,79,14,0,0,100,-7,7,8,15,1,14,-7,0,0,3,-8,3,1,0,57
Bad,57,156,4,71,13,3,2,75,6,0,2,16,1,56,-7,1,1,95,49,2,2,1,100
Bad,80,102,3,61,7,0,0,100,-7,7,8,7,1,71,-7,3,3,-8,48,-8,3,-8,100
Bad,65,186,3,66,23,0,0,96,32,6,6,23,2,48,-7,7,7,55,27,7,4,1,92
Bad,72,117,1,48,13,1,0,87,72,6,5,15,1,47,-7,3,3,42,100,3,2,0,100
Good,83,227,11,75,23,0,0,96,50,6,6,24,1,48,-7,0,0,0,-8,0,1,0,33
Bad,61,147,1,61,60,1,1,98,13,6,2,62,5,52,-7,5,5,24,84,9,5,0,61
Bad,67,85,2,40,23,1,1,100,-7,6,8,24,3,83,-7,2,1,82,79,1,9,1,92
Bad,71,325,14,125,14,1,0,81,2,3,5,16,0,69,-7,0,0,3,54,2,4,0,86
Good,77,130,5,66,22,2,0,92,31,6,5,32,3,29,-7,3,3,8,100,1,3,0,71
Good,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
Bad,65,80,2,45,31,2,1,81,18,6,4,38,8,27,-7,3,3,8,98,1,3,-8,29
Bad,58,107,16,45,13,1,1,79,3,4,2,13,0,21,-7,1,1,42,55,4,2,0,55
Good,81,247,2,71,22,0,0,100,-7,7,8,25,1,35,-7,2,2,9,91,1,2,0,43
Bad,61,203,10,57,3,0,0,80,12,6,6,5,1,0,-7,0,0,104,-8,3,-8,1,100
Bad,60,78,8,29,14,1,1,67,3,0,2,15,3,53,-7,1,1,1,76,2,3,-8,63
Good,88,354,17,117,21,0,0,100,-7,7,8,21,0,62,-7,0,0,15,-8,2,3,0,71
Bad,63,169,6,72,46,1,1,93,73,0,6,46,6,30,-7,0,0,24,72,5,5,1,50
Bad,75,177,4,99,38,0,0,97,2,4,6,38,2,32,-7,0,0,13,100,6,2,1,50
Good,76,247,7,97,37,0,0,100,-7,7,8,41,2,37,-7,3,3,59,81,6,2,1,75
Good,65,114,11,63,14,4,2,72,16,6,2,19,2,28,-7,3,3,23,80,3,1,1,57
Bad,62,85,13,42,14,1,1,80,5,4,4,15,0,27,-7,0,0,49,-8,3,1,1,67
Bad,78,211,16,86,27,0,0,100,-7,7,8,27,0,22,-7,5,5,11,30,3,2,0,71
Bad,65,203,8,93,16,2,2,94,21,6,6,22,2,69,-7,1,1,98,93,3,9,2,100
Bad,64,52,4,17,12,0,0,100,-7,7,8,14,6,58,-7,0,0,100,67,5,4,1,100
Good,68,132,2,52,23,3,3,88,64,6,6,24,6,54,-7,1,1,24,39,4,3,0,70
Bad,86,498,4,95,16,0,0,100,-7,7,8,16,1,44,-7,0,0,14,28,3,2,0,63
Bad,69,124,5,51,29,0,0,100,-7,7,8,29,4,21,-7,1,1,51,76,7,3,1,77
Good,73,287,4,102,10,1,0,55,13,6,5,11,3,55,-7,2,2,30,65,2,2,0,67
Bad,70,260,5,45,13,0,0,100,-7,7,8,13,3,31,-7,0,0,90,50,4,2,1,86
Bad,73,124,5,41,8,0,0,100,-7,7,8,8,2,50,-7,0,0,84,76,2,3,2,83
Bad,68,209,5,110,43,1,0,88,13,5,5,48,2,54,-7,1,1,51,90,10,3,2,76
Bad,73,213,1,149,15,0,0,89,18,6,6,18,2,28,-7,0,0,58,-8,5,-8,1,63
Good,77,182,4,70,39,0,0,100,-7,7,8,39,2,28,-7,0,0,13,46,6,3,0,50
Bad,63,271,3,107,27,1,1,79,36,6,2,31,2,48,-7,3,3,53,83,2,3,1,50
Bad,64,73,8,32,38,0,0,97,8,4,6,38,3,58,-7,0,0,61,77,11,5,1,89
Good,70,166,1,70,45,0,0,98,-7,5,7,50,3,46,-7,0,0,69,93,7,4,5,85
Bad,47,247,13,88,25,2,2,70,0,0,2,30,0,30,-7,2,2,94,85,6,2,2,80
Good,59,189,3,107,16,1,0,60,8,4,5,20,1,25,-7,0,0,78,96,5,2,2,88
Bad,70,238,5,66,23,0,0,88,11,4,6,24,5,33,-7,0,0,25,-8,3,2,1,50
Bad,68,121,0,72,19,1,1,100,-7,7,8,20,1,30,-7,0,0,43,47,2,2,1,44
Good,61,183,26,111,3,1,1,60,7,4,2,5,0,20,-7,1,1,94,-8,1,1,-8,100
Bad,79,42,7,23,9,0,0,100,-7,7,8,9,1,33,-7,0,0,5,26,1,2,0,50
Bad,76,132,5,54,24,0,0,96,80,6,6,24,3,17,-7,1,1,15,91,4,2,1,75
Bad,61,358,6,140,26,1,0,67,25,6,5,27,1,26,-7,2,2,76,-8,10,1,3,69
Good,89,490,6,99,18,0,0,100,-7,7,8,18,2,39,-7,0,0,2,52,2,2,0,57
Bad,60,21,9,13,3,1,1,100,-7,6,8,3,2,33,-7,0,0,94,-8,2,1,2,100
Bad,70,70,10,39,9,1,0,82,16,6,5,12,1,36,-7,1,0,8,78,4,1,0,71
Bad,55,201,40,114,19,6,2,63,4,3,5,24,0,42,-7,0,0,50,-8,6,2,1,100
Bad,73,71,7,41,18,0,0,100,-7,7,8,18,2,56,-7,1,0,38,86,3,3,1,75
Bad,77,123,2,46,16,0,0,100,-7,7,8,17,5,47,-7,2,2,18,87,3,4,-8,64
Good,71,197,9,87,12,0,0,77,56,6,6,13,1,54,-7,0,0,92,83,2,3,1,83
Bad,83,75,17,41,16,0,0,100,-7,7,8,16,0,38,-7,0,0,4,65,1,3,0,50
Bad,58,149,17,66,16,8,4,61,5,4,2,25,0,29,-7,0,0,19,81,2,2,0,67
Bad,57,32,3,14,11,0,0,100,-7,7,8,11,6,36,-7,0,0,73,89,6,3,2,100
Bad,78,139,12,62,24,0,0,100,-7,7,8,24,0,21,-7,0,0,18,91,4,3,1,39
Bad,76,163,7,84,20,0,0,100,-7,7,8,24,1,50,-7,2,2,52,28,4,4,0,89
Bad,67,196,8,56,21,0,0,81,4,4,6,21,2,24,-7,0,0,13,-8,6,2,0,53
Bad,79,86,9,36,13,0,0,100,-7,7,8,13,1,8,-7,0,0,19,-8,6,1,0,70
Good,68,299,10,75,36,0,0,100,-7,7,8,37,2,25,-7,0,0,73,32,7,3,4,91
Bad,62,194,4,62,18,1,1,68,6,4,2,22,1,37,-7,5,4,55,68,4,3,1,78
Bad,68,134,4,54,24,0,0,100,-7,7,8,24,5,50,-7,2,2,50,91,3,7,1,83
Bad,59,83,2,25,13,0,0,100,-7,7,8,14,3,21,-7,7,7,95,-8,5,2,2,90
Bad,77,88,5,40,12,0,0,92,15,6,6,12,4,42,-7,0,0,0,76,2,3,0,56
Good,67,214,2,76,31,1,1,100,-7,7,8,32,2,13,-7,0,0,11,-8,6,1,0,37
Bad,71,228,5,85,35,0,0,100,-7,7,8,40,3,40,-7,4,4,62,23,4,2,1,54
Bad,70,132,2,49,20,0,0,100,-7,7,8,21,4,33,-7,5,4,70,60,2,2,1,67
Good,75,213,2,96,38,0,0,98,-8,6,6,41,5,22,-7,0,0,11,61,2,3,0,44
Bad,76,144,3,65,23,0,0,100,-7,7,8,24,2,22,-7,0,0,25,19,2,3,0,45
Bad,71,200,3,83,20,0,0,95,16,6,6,20,1,25,-7,0,0,53,62,7,3,1,71
Good,83,208,5,74,27,0,0,97,45,6,6,29,1,17,-7,1,1,3,89,3,1,0,29
Bad,65,68,2,36,18,0,0,95,50,6,6,19,6,53,-7,2,2,71,75,5,4,0,90
Bad,60,86,1,35,14,0,0,94,35,6,6,16,3,38,-7,4,4,101,79,3,4,1,100
Bad,84,263,41,148,5,0,0,100,-7,7,8,5,0,20,-7,2,2,15,-8,3,-8,0,75
Good,91,336,20,122,17,0,0,100,-7,7,8,17,0,18,-7,0,0,2,-8,2,1,0,27
Good,71,266,2,62,21,0,0,91,5,4,6,22,3,23,-7,0,0,17,97,2,2,0,33
Bad,62,274,11,105,37,0,0,87,13,6,6,39,1,15,-7,1,1,52,16,14,3,2,83
Good,77,464,31,138,16,1,1,94,50,6,6,16,0,31,-7,0,0,11,-8,3,2,0,71
Bad,67,228,3,95,24,3,3,83,57,6,2,29,3,52,-7,0,0,75,92,2,4,1,86
Bad,70,261,2,63,19,0,0,100,-7,7,8,21,1,25,-7,1,1,60,62,5,3,3,73
Bad,71,266,7,118,12,1,1,100,-7,6,8,12,1,8,-7,1,1,1,-8,4,1,0,42
Good,83,139,2,67,26,0,0,100,-7,7,8,30,2,23,-7,1,1,9,13,2,2,0,45
Bad,73,173,4,45,10,0,0,100,-7,7,8,10,2,40,-7,1,1,64,75,3,2,2,100
Good,87,85,42,63,7,0,0,100,-7,7,8,7,0,29,-7,1,1,2,-8,2,1,0,100
Bad,74,73,6,36,16,0,0,94,36,6,6,16,3,75,-7,1,1,10,63,2,5,0,88
Bad,61,33,7,18,5,0,0,100,-7,7,8,7,1,80,-7,0,0,92,-8,1,1,-8,100
Bad,63,95,3,46,15,1,1,93,12,6,6,15,1,27,-7,1,1,68,82,6,2,3,80
Bad,65,65,9,43,16,0,0,100,-7,7,8,16,1,25,-7,0,0,79,91,7,2,5,75
Bad,70,159,3,62,29,0,0,86,1,4,6,29,6,48,-7,1,1,9,69,2,6,2,57
Bad,55,186,6,96,42,4,2,84,4,0,5,45,1,11,-7,4,4,30,-8,7,-8,0,44
Bad,82,219,16,79,18,0,0,100,-7,7,8,18,0,17,-7,0,0,38,-8,4,1,0,56
Bad,58,150,4,84,14,6,2,55,45,6,4,20,3,10,-7,0,0,24,-8,4,1,1,50
Bad,68,378,8,140,10,3,1,77,15,6,4,13,1,54,-7,0,0,0,70,0,3,-8,60
Good,87,211,8,105,17,0,0,100,-7,7,8,17,1,35,-7,0,0,24,62,2,3,0,63
Bad,61,93,14,50,7,1,0,63,18,6,5,8,0,50,-7,1,1,93,-8,2,1,2,75
Good,82,257,3,108,45,0,0,100,-7,7,8,46,3,28,-7,1,1,3,100,2,3,0,46
Bad,84,224,14,110,12,0,0,92,46,6,6,12,0,25,-7,2,2,17,-8,1,-8,0,33
Good,78,108,2,43,17,0,0,100,-7,7,8,18,4,39,-7,2,2,15,50,4,3,1,78
Bad,68,126,4,60,13,2,2,87,32,6,2,15,2,73,-7,8,8,56,85,1,5,0,100
Bad,73,102,1,49,21,0,0,95,-8,6,6,22,3,27,-7,0,0,15,46,2,3,0,60
Bad,67,64,1,26,18,0,0,100,-7,7,8,19,6,53,-7,0,0,55,75,5,7,1,92
Bad,60,191,5,67,10,2,2,83,49,6,4,12,2,33,-7,1,1,86,86,3,2,2,71
Good,85,128,2,62,17,0,0,100,-7,7,8,19,3,61,-7,5,5,2,93,1,2,0,75
Bad,81,63,6,37,13,0,0,100,-7,7,8,13,2,31,-7,0,0,10,57,4,2,0,60
Bad,83,96,4,198,15,1,0,94,52,6,5,16,4,13,-7,1,1,5,-8,4,-8,0,50
Bad,83,83,3,32,9,0,0,100,-7,7,8,9,1,56,-7,3,3,9,53,1,4,0,71
Good,79,192,8,84,31,0,0,94,7,4,6,32,1,50,-7,0,0,3,-8,3,1,0,50
Bad,72,320,1,89,35,3,3,100,-7,7,8,37,3,27,-7,0,0,31,-8,7,1,2,57
Bad,54,358,9,104,49,0,0,90,3,4,6,49,1,78,-7,2,2,83,79,7,8,3,88
Bad,57,323,5,92,13,2,1,67,4,4,3,15,1,27,-7,2,2,61,61,2,3,1,63
Bad,66,163,1,55,31,0,0,91,13,6,6,33,3,42,-7,1,0,64,82,5,3,2,89
Bad,62,152,12,41,12,0,0,92,14,6,6,12,0,33,-7,0,0,82,-8,4,1,3,100
Good,64,238,6,99,28,1,0,90,4,3,5,29,1,14,-7,1,1,2,96,2,1,0,18
Bad,60,144,9,48,28,1,1,97,22,6,2,30,2,33,-7,0,0,79,59,5,4,4,64
Good,89,112,23,73,15,0,0,100,-7,7,8,15,0,40,-7,0,0,1,48,2,2,0,50
Bad,60,197,7,86,25,0,0,88,3,4,6,26,2,27,-7,1,1,82,-8,7,1,3,82
Bad,85,181,6,169,24,0,0,100,-7,7,8,25,2,4,-7,1,0,7,-8,3,-8,0,36
Good,89,521,8,212,8,0,0,100,-7,7,8,8,1,0,-7,0,0,3,-8,2,-8,0,33
Bad,68,307,1,105,22,1,1,92,5,4,4,25,2,48,-7,3,3,13,42,4,4,1,82
Bad,70,332,11,123,19,1,1,100,-7,6,8,20,1,25,-7,2,2,22,-8,2,2,1,55
Good,63,99,2,44,45,0,0,98,-7,5,7,48,6,48,-7,2,2,91,92,7,10,3,94
Bad,75,109,3,50,21,0,0,95,28,6,6,21,6,71,-7,2,2,43,73,3,5,0,89
Bad,60,37,3,20,4,1,1,100,-7,7,8,4,2,100,-7,2,2,-8,80,-8,3,-8,100
Good,88,466,17,160,8,0,0,100,-7,7,8,8,0,13,-7,0,0,8,-8,1,1,0,50
Good,88,215,12,102,11,0,0,100,-7,7,8,11,0,36,-7,1,1,4,-8,3,1,0,80
Bad,69,361,8,96,26,1,0,89,1,4,5,28,1,29,-7,0,0,29,57,5,3,0,64
Bad,73,94,1,41,13,0,0,100,-7,7,8,21,5,67,-7,3,3,0,97,1,3,-8,67
Good,70,133,5,63,21,2,1,91,9,4,5,23,3,18,-7,0,0,16,-8,2,1,0,30
Bad,71,127,4,67,18,0,0,94,28,6,6,18,1,33,-7,0,0,87,87,3,3,1,100
Good,64,75,7,46,12,0,0,75,11,4,6,12,1,42,-7,1,1,45,92,4,3,1,88
Good,67,152,3,37,23,1,1,96,64,6,2,24,3,25,-7,1,1,40,49,11,3,1,78
Good,76,305,2,75,47,0,0,100,-7,7,8,51,6,32,-7,0,0,15,93,6,4,1,59
Bad,82,511,20,168,20,0,0,100,-7,7,8,20,0,25,-7,0,0,16,-8,3,1,1,40
